event_id,name,park_id,lat,long,organizer,date,start_time,end_time,cost_free
177390,Winter Holidays,X092,40.8911438,-73.89489746,Van Cortlandt House Museum,1/3/2019,11:00:00 AM,4:00:00 PM,0
178193,Tours,R006,40.5019989,-74.25140381,Conference House Association,1/4/2019,1:00:00 PM,4:00:00 PM,0
178193,History,R006,40.5019989,-74.25140381,Conference House Association,1/4/2019,1:00:00 PM,4:00:00 PM,0
177391,History,X092,40.8911438,-73.89489746,Van Cortlandt House Museum,1/4/2019,11:00:00 AM,4:00:00 PM,0
178193,Art,R006,40.5019989,-74.25140381,Conference House Association,1/4/2019,1:00:00 PM,4:00:00 PM,0
177571,Best for Kids,M010,40.78250122,-73.96559906,City Parks Foundation,1/4/2019,10:30:00 AM,11:30:00 AM,0
177599,Theater,M010,40.78250122,-73.96559906,City Parks Foundation,1/4/2019,11:30:00 AM,12:30:00 PM,0
178193,Historic House Trust Sites,R006,40.5019989,-74.25140381,Conference House Association,1/4/2019,1:00:00 PM,4:00:00 PM,0
177599,Best for Kids,M010,40.78250122,-73.96559906,City Parks Foundation,1/4/2019,11:30:00 AM,12:30:00 PM,0
177391,Art,X092,40.8911438,-73.89489746,Van Cortlandt House Museum,1/4/2019,11:00:00 AM,4:00:00 PM,0
177571,Theater,M010,40.78250122,-73.96559906,City Parks Foundation,1/4/2019,10:30:00 AM,11:30:00 AM,0
178193,Seniors,R006,40.5019989,-74.25140381,Conference House Association,1/4/2019,1:00:00 PM,4:00:00 PM,0
178403,Art,B111,40.6729393,-73.98460388,,1/4/2019,3:00:00 PM,6:00:00 PM,1
178403,Historic House Trust Sites,B111,40.6729393,-73.98460388,,1/4/2019,3:00:00 PM,6:00:00 PM,1
177391,Historic House Trust Sites,X092,40.8911438,-73.89489746,Van Cortlandt House Museum,1/4/2019,11:00:00 AM,4:00:00 PM,0
177391,Winter Holidays,X092,40.8911438,-73.89489746,Van Cortlandt House Museum,1/4/2019,11:00:00 AM,4:00:00 PM,0
160437,Fitness,X040,40.86500168,-73.8946991,Poe Visitor Center,1/5/2019,10:00:00 AM,11:00:00 AM,1
160437,Fitness,X040,40.86500168,-73.8946991,Shape Up NYC,1/5/2019,10:00:00 AM,11:00:00 AM,1
160437,Shape Up New York,X040,40.86500168,-73.8946991,Poe Visitor Center,1/5/2019,10:00:00 AM,11:00:00 AM,1
160437,Shape Up New York,X040,40.86500168,-73.8946991,Shape Up NYC,1/5/2019,10:00:00 AM,11:00:00 AM,1
160437,Poe Park Visitor Center,X040,40.86500168,-73.8946991,Poe Visitor Center,1/5/2019,10:00:00 AM,11:00:00 AM,1
160437,Poe Park Visitor Center,X040,40.86500168,-73.8946991,Shape Up NYC,1/5/2019,10:00:00 AM,11:00:00 AM,1
168126,Fitness,M056,40.80187168,-73.96009693,,1/5/2019,9:00:00 AM,10:00:00 AM,1
167908,Fitness,Q004,40.77669907,-73.92579651,,1/5/2019,9:00:00 AM,10:00:00 AM,1
167742,Fitness,X118,40.82009888,-73.87239838,,1/5/2019,9:00:00 AM,10:00:00 AM,1
168017,Fitness,Q020,40.68369719,-73.88565302,,1/5/2019,9:00:00 AM,10:00:00 AM,1
168181,Fitness,B082,40.63140851,-74.03907076,,1/5/2019,9:00:00 AM,10:00:00 AM,1
167685,Fitness,B018,40.62897491,-73.89597321,,1/5/2019,9:00:00 AM,10:00:00 AM,1
167522,Fitness,X045,40.8138142,-73.91180372,,1/5/2019,9:00:00 AM,10:00:00 AM,1
167468,Fitness,M042,40.86990582,-73.92093217,,1/5/2019,9:00:00 AM,10:00:00 AM,1
179402,Art,M042,40.8728981,-73.91899872,Art & Antiquities,1/5/2019,11:00:00 AM,2:00:00 PM,1
179402,Art,M042,40.8728981,-73.91899872,Northern Manhattan Arts Alliance,1/5/2019,11:00:00 AM,2:00:00 PM,1
178194,Seniors,R006,40.5019989,-74.25140381,Conference House Association,1/5/2019,1:00:00 PM,4:00:00 PM,0
178869,Northern Manhattan Parks,M029,40.86059952,-73.93379974,Northern Manhattan Parks,1/5/2019,8:30:00 AM,9:30:00 AM,1
178869,Northern Manhattan Parks,M029,40.86059952,-73.93379974,Fort Tryon Park Trust,1/5/2019,8:30:00 AM,9:30:00 AM,1
179402,Education,M042,40.8728981,-73.91899872,Art & Antiquities,1/5/2019,11:00:00 AM,2:00:00 PM,1
179402,Education,M042,40.8728981,-73.91899872,Northern Manhattan Arts Alliance,1/5/2019,11:00:00 AM,2:00:00 PM,1
178194,Historic House Trust Sites,R006,40.5019989,-74.25140381,Conference House Association,1/5/2019,1:00:00 PM,4:00:00 PM,0
174417,Historic House Trust Sites,B111,40.6729393,-73.98460388,,1/5/2019,11:00:00 AM,4:00:00 PM,1
177392,History,X092,40.8911438,-73.89489746,Van Cortlandt House Museum,1/5/2019,11:00:00 AM,4:00:00 PM,0
179402,Workshops,M042,40.8728981,-73.91899872,Art & Antiquities,1/5/2019,11:00:00 AM,2:00:00 PM,1
179402,Workshops,M042,40.8728981,-73.91899872,Northern Manhattan Arts Alliance,1/5/2019,11:00:00 AM,2:00:00 PM,1
177625,Best for Kids,M010,40.78250122,-73.96559906,City Parks Foundation,1/5/2019,1:00:00 PM,2:00:00 PM,0
178194,Art,R006,40.5019989,-74.25140381,Conference House Association,1/5/2019,1:00:00 PM,4:00:00 PM,0
178194,History,R006,40.5019989,-74.25140381,Conference House Association,1/5/2019,1:00:00 PM,4:00:00 PM,0
174417,My Summer House NYC,B111,40.6729393,-73.98460388,,1/5/2019,11:00:00 AM,4:00:00 PM,1
177392,Winter Holidays,X092,40.8911438,-73.89489746,Van Cortlandt House Museum,1/5/2019,11:00:00 AM,4:00:00 PM,0
177392,Art,X092,40.8911438,-73.89489746,Van Cortlandt House Museum,1/5/2019,11:00:00 AM,4:00:00 PM,0
179402,Talks,M042,40.8728981,-73.91899872,Art & Antiquities,1/5/2019,11:00:00 AM,2:00:00 PM,1
179402,Talks,M042,40.8728981,-73.91899872,Northern Manhattan Arts Alliance,1/5/2019,11:00:00 AM,2:00:00 PM,1
174417,History,B111,40.6729393,-73.98460388,,1/5/2019,11:00:00 AM,4:00:00 PM,1
178869,Fitness,M029,40.86059952,-73.93379974,Northern Manhattan Parks,1/5/2019,8:30:00 AM,9:30:00 AM,1
178869,Fitness,M029,40.86059952,-73.93379974,Fort Tryon Park Trust,1/5/2019,8:30:00 AM,9:30:00 AM,1
179402,Accessible,M042,40.8728981,-73.91899872,Art & Antiquities,1/5/2019,11:00:00 AM,2:00:00 PM,1
179402,Accessible,M042,40.8728981,-73.91899872,Northern Manhattan Arts Alliance,1/5/2019,11:00:00 AM,2:00:00 PM,1
177625,Theater,M010,40.78250122,-73.96559906,City Parks Foundation,1/5/2019,1:00:00 PM,2:00:00 PM,0
178194,Tours,R006,40.5019989,-74.25140381,Conference House Association,1/5/2019,1:00:00 PM,4:00:00 PM,0
178869,Fort Tryon Park Trust,M029,40.86059952,-73.93379974,Northern Manhattan Parks,1/5/2019,8:30:00 AM,9:30:00 AM,1
178869,Fort Tryon Park Trust,M029,40.86059952,-73.93379974,Fort Tryon Park Trust,1/5/2019,8:30:00 AM,9:30:00 AM,1
177392,Historic House Trust Sites,X092,40.8911438,-73.89489746,Van Cortlandt House Museum,1/5/2019,11:00:00 AM,4:00:00 PM,0
167630,Fitness,R022,40.62750538,-74.09353447,,1/6/2019,9:00:00 AM,10:00:00 AM,1
167850,Fitness,B057,40.60794395,-73.93746501,,1/6/2019,9:00:00 AM,10:00:00 AM,1
167796,Fitness,R006,40.50260162,-74.25180054,,1/6/2019,9:00:00 AM,10:00:00 AM,1
177393,Winter Holidays,X092,40.8911438,-73.89489746,Van Cortlandt House Museum,1/6/2019,11:00:00 AM,4:00:00 PM,0
177393,History,X092,40.8911438,-73.89489746,Van Cortlandt House Museum,1/6/2019,11:00:00 AM,4:00:00 PM,0
174418,My Summer House NYC,B111,40.6729393,-73.98460388,,1/6/2019,11:00:00 AM,4:00:00 PM,1
178195,Art,R006,40.5019989,-74.25140381,Conference House Association,1/6/2019,1:00:00 PM,4:00:00 PM,0
177626,Best for Kids,M010,40.78250122,-73.96559906,City Parks Foundation,1/6/2019,1:00:00 PM,2:00:00 PM,0
177393,Art,X092,40.8911438,-73.89489746,Van Cortlandt House Museum,1/6/2019,11:00:00 AM,4:00:00 PM,0
178195,Historic House Trust Sites,R006,40.5019989,-74.25140381,Conference House Association,1/6/2019,1:00:00 PM,4:00:00 PM,0
178195,Tours,R006,40.5019989,-74.25140381,Conference House Association,1/6/2019,1:00:00 PM,4:00:00 PM,0
174418,Historic House Trust Sites,B111,40.6729393,-73.98460388,,1/6/2019,11:00:00 AM,4:00:00 PM,1
178195,Seniors,R006,40.5019989,-74.25140381,Conference House Association,1/6/2019,1:00:00 PM,4:00:00 PM,0
178195,History,R006,40.5019989,-74.25140381,Conference House Association,1/6/2019,1:00:00 PM,4:00:00 PM,0
174418,History,B111,40.6729393,-73.98460388,,1/6/2019,11:00:00 AM,4:00:00 PM,1
177393,Historic House Trust Sites,X092,40.8911438,-73.89489746,Van Cortlandt House Museum,1/6/2019,11:00:00 AM,4:00:00 PM,0
177626,Theater,M010,40.78250122,-73.96559906,City Parks Foundation,1/6/2019,1:00:00 PM,2:00:00 PM,0
177418,Historic House Trust Sites,B111,40.6729393,-73.98460388,,1/7/2019,7:00:00 PM,10:00:00 PM,0
177418,Education,B111,40.6729393,-73.98460388,,1/7/2019,7:00:00 PM,10:00:00 PM,0
177418,Art,B111,40.6729393,-73.98460388,,1/7/2019,7:00:00 PM,10:00:00 PM,0
167576,Fitness,B431,40.69260025,-74.00189972,,1/8/2019,7:00:00 PM,8:00:00 PM,1
177572,Best for Kids,M010,40.78250122,-73.96559906,City Parks Foundation,1/8/2019,10:30:00 AM,11:30:00 AM,0
179101,Fort Tryon Park Trust,M029,40.86059952,-73.93379974,Northern Manhattan Parks,1/8/2019,7:30:00 AM,8:30:00 AM,1
179101,Northern Manhattan Parks,M029,40.86059952,-73.93379974,Northern Manhattan Parks,1/8/2019,7:30:00 AM,8:30:00 AM,1
179101,Fitness,M029,40.86059952,-73.93379974,Northern Manhattan Parks,1/8/2019,7:30:00 AM,8:30:00 AM,1
177572,Theater,M010,40.78250122,-73.96559906,City Parks Foundation,1/8/2019,10:30:00 AM,11:30:00 AM,0
177600,Theater,M010,40.78250122,-73.96559906,City Parks Foundation,1/8/2019,11:30:00 AM,12:30:00 PM,0
177600,Best for Kids,M010,40.78250122,-73.96559906,City Parks Foundation,1/8/2019,11:30:00 AM,12:30:00 PM,0
177601,Best for Kids,M010,40.78250122,-73.96559906,City Parks Foundation,1/9/2019,11:30:00 AM,12:30:00 PM,0
177573,Theater,M010,40.78250122,-73.96559906,City Parks Foundation,1/9/2019,10:30:00 AM,11:30:00 AM,0
179329,Hiking,R129,40.58840179,-74.13909912,Staten Island Greenbelt Conservancy,1/9/2019,6:00:00 PM,7:45:00 PM,1
177601,Theater,M010,40.78250122,-73.96559906,City Parks Foundation,1/9/2019,11:30:00 AM,12:30:00 PM,0
177573,Best for Kids,M010,40.78250122,-73.96559906,City Parks Foundation,1/9/2019,10:30:00 AM,11:30:00 AM,0
168070,Fitness,X039,40.85119855,-73.82619506,New York Road Runners,1/10/2019,7:00:00 PM,8:00:00 PM,1
167962,Fitness,,40.74267355,-73.85000169,,1/10/2019,7:00:00 PM,8:00:00 PM,1
178743,Workshops,,40.7104805,-74.00351334,GreenThumb,1/10/2019,4:00:00 PM,6:00:00 PM,1
178743,Food,,40.7104805,-74.00351334,GreenThumb,1/10/2019,4:00:00 PM,6:00:00 PM,1
177602,Best for Kids,M010,40.78250122,-73.96559906,City Parks Foundation,1/10/2019,11:30:00 AM,12:30:00 PM,0
179102,Fitness,M029,40.86059952,-73.93379974,Northern Manhattan Parks,1/10/2019,7:30:00 AM,8:30:00 AM,1
177574,Best for Kids,M010,40.78250122,-73.96559906,City Parks Foundation,1/10/2019,10:30:00 AM,11:30:00 AM,0
178743,GreenThumb Workshops,,40.7104805,-74.00351334,GreenThumb,1/10/2019,4:00:00 PM,6:00:00 PM,1
177574,Theater,M010,40.78250122,-73.96559906,City Parks Foundation,1/10/2019,10:30:00 AM,11:30:00 AM,0
179102,Fort Tryon Park Trust,M029,40.86059952,-73.93379974,Northern Manhattan Parks,1/10/2019,7:30:00 AM,8:30:00 AM,1
178743,Education,,40.7104805,-74.00351334,GreenThumb,1/10/2019,4:00:00 PM,6:00:00 PM,1
177602,Theater,M010,40.78250122,-73.96559906,City Parks Foundation,1/10/2019,11:30:00 AM,12:30:00 PM,0
179102,Northern Manhattan Parks,M029,40.86059952,-73.93379974,Northern Manhattan Parks,1/10/2019,7:30:00 AM,8:30:00 AM,1
178404,Historic House Trust Sites,B111,40.6729393,-73.98460388,,1/11/2019,3:00:00 PM,6:00:00 PM,1
177603,Best for Kids,M010,40.78250122,-73.96559906,City Parks Foundation,1/11/2019,11:30:00 AM,12:30:00 PM,0
177575,Best for Kids,M010,40.78250122,-73.96559906,City Parks Foundation,1/11/2019,10:30:00 AM,11:30:00 AM,0
178196,Historic House Trust Sites,R006,40.5019989,-74.25140381,Conference House Association,1/11/2019,1:00:00 PM,4:00:00 PM,0
178196,Seniors,R006,40.5019989,-74.25140381,Conference House Association,1/11/2019,1:00:00 PM,4:00:00 PM,0
177575,Theater,M010,40.78250122,-73.96559906,City Parks Foundation,1/11/2019,10:30:00 AM,11:30:00 AM,0
178196,Tours,R006,40.5019989,-74.25140381,Conference House Association,1/11/2019,1:00:00 PM,4:00:00 PM,0
178196,Art,R006,40.5019989,-74.25140381,Conference House Association,1/11/2019,1:00:00 PM,4:00:00 PM,0
177603,Theater,M010,40.78250122,-73.96559906,City Parks Foundation,1/11/2019,11:30:00 AM,12:30:00 PM,0
178404,Art,B111,40.6729393,-73.98460388,,1/11/2019,3:00:00 PM,6:00:00 PM,1
178196,History,R006,40.5019989,-74.25140381,Conference House Association,1/11/2019,1:00:00 PM,4:00:00 PM,0
160438,Fitness,X040,40.86500168,-73.8946991,Poe Visitor Center,1/12/2019,10:00:00 AM,11:00:00 AM,1
160438,Fitness,X040,40.86500168,-73.8946991,Shape Up NYC,1/12/2019,10:00:00 AM,11:00:00 AM,1
160438,Shape Up New York,X040,40.86500168,-73.8946991,Poe Visitor Center,1/12/2019,10:00:00 AM,11:00:00 AM,1
160438,Shape Up New York,X040,40.86500168,-73.8946991,Shape Up NYC,1/12/2019,10:00:00 AM,11:00:00 AM,1
160438,Poe Park Visitor Center,X040,40.86500168,-73.8946991,Poe Visitor Center,1/12/2019,10:00:00 AM,11:00:00 AM,1
160438,Poe Park Visitor Center,X040,40.86500168,-73.8946991,Shape Up NYC,1/12/2019,10:00:00 AM,11:00:00 AM,1
167523,Fitness,X045,40.8138142,-73.91180372,,1/12/2019,9:00:00 AM,10:00:00 AM,1
167686,Fitness,B018,40.62897491,-73.89597321,,1/12/2019,9:00:00 AM,10:00:00 AM,1
167743,Fitness,X118,40.82009888,-73.87239838,,1/12/2019,9:00:00 AM,10:00:00 AM,1
168127,Fitness,M056,40.80187168,-73.96009693,,1/12/2019,9:00:00 AM,10:00:00 AM,1
168182,Fitness,B082,40.63140851,-74.03907076,,1/12/2019,9:00:00 AM,10:00:00 AM,1
167909,Fitness,Q004,40.77669907,-73.92579651,,1/12/2019,9:00:00 AM,10:00:00 AM,1
167469,Fitness,M042,40.86990582,-73.92093217,,1/12/2019,9:00:00 AM,10:00:00 AM,1
168018,Fitness,Q020,40.68369719,-73.88565302,,1/12/2019,9:00:00 AM,10:00:00 AM,1
177627,Theater,M010,40.78250122,-73.96559906,City Parks Foundation,1/12/2019,1:00:00 PM,2:00:00 PM,0
178197,Historic House Trust Sites,R006,40.5019989,-74.25140381,Conference House Association,1/12/2019,1:00:00 PM,4:00:00 PM,0
178197,Art,R006,40.5019989,-74.25140381,Conference House Association,1/12/2019,1:00:00 PM,4:00:00 PM,0
178197,Tours,R006,40.5019989,-74.25140381,Conference House Association,1/12/2019,1:00:00 PM,4:00:00 PM,0
174419,History,B111,40.6729393,-73.98460388,,1/12/2019,11:00:00 AM,4:00:00 PM,1
178870,Fort Tryon Park Trust,M029,40.86059952,-73.93379974,Fort Tryon Park Trust,1/12/2019,8:30:00 AM,9:30:00 AM,1
178870,Fort Tryon Park Trust,M029,40.86059952,-73.93379974,Northern Manhattan Parks,1/12/2019,8:30:00 AM,9:30:00 AM,1
178870,Northern Manhattan Parks,M029,40.86059952,-73.93379974,Fort Tryon Park Trust,1/12/2019,8:30:00 AM,9:30:00 AM,1
178870,Northern Manhattan Parks,M029,40.86059952,-73.93379974,Northern Manhattan Parks,1/12/2019,8:30:00 AM,9:30:00 AM,1
174419,Historic House Trust Sites,B111,40.6729393,-73.98460388,,1/12/2019,11:00:00 AM,4:00:00 PM,1
174419,My Summer House NYC,B111,40.6729393,-73.98460388,,1/12/2019,11:00:00 AM,4:00:00 PM,1
178197,History,R006,40.5019989,-74.25140381,Conference House Association,1/12/2019,1:00:00 PM,4:00:00 PM,0
177627,Best for Kids,M010,40.78250122,-73.96559906,City Parks Foundation,1/12/2019,1:00:00 PM,2:00:00 PM,0
178197,Seniors,R006,40.5019989,-74.25140381,Conference House Association,1/12/2019,1:00:00 PM,4:00:00 PM,0
178730,GreenThumb Workshops,B058,40.7201004,-73.94999695,GreenThumb,1/12/2019,11:00:00 AM,1:00:00 PM,1
178870,Fitness,M029,40.86059952,-73.93379974,Fort Tryon Park Trust,1/12/2019,8:30:00 AM,9:30:00 AM,1
178870,Fitness,M029,40.86059952,-73.93379974,Northern Manhattan Parks,1/12/2019,8:30:00 AM,9:30:00 AM,1
167631,Fitness,R022,40.62750538,-74.09353447,,1/13/2019,9:00:00 AM,10:00:00 AM,1
167797,Fitness,R006,40.50260162,-74.25180054,,1/13/2019,9:00:00 AM,10:00:00 AM,1
167851,Fitness,B057,40.60794395,-73.93746501,,1/13/2019,9:00:00 AM,10:00:00 AM,1
177628,Best for Kids,M010,40.78250122,-73.96559906,City Parks Foundation,1/13/2019,1:00:00 PM,2:00:00 PM,0
174420,My Summer House NYC,B111,40.6729393,-73.98460388,,1/13/2019,11:00:00 AM,4:00:00 PM,1
177628,Theater,M010,40.78250122,-73.96559906,City Parks Foundation,1/13/2019,1:00:00 PM,2:00:00 PM,0
178198,Seniors,R006,40.5019989,-74.25140381,Conference House Association,1/13/2019,1:00:00 PM,4:00:00 PM,0
178198,Art,R006,40.5019989,-74.25140381,Conference House Association,1/13/2019,1:00:00 PM,4:00:00 PM,0
174420,History,B111,40.6729393,-73.98460388,,1/13/2019,11:00:00 AM,4:00:00 PM,1
178198,Tours,R006,40.5019989,-74.25140381,Conference House Association,1/13/2019,1:00:00 PM,4:00:00 PM,0
178198,History,R006,40.5019989,-74.25140381,Conference House Association,1/13/2019,1:00:00 PM,4:00:00 PM,0
178198,Historic House Trust Sites,R006,40.5019989,-74.25140381,Conference House Association,1/13/2019,1:00:00 PM,4:00:00 PM,0
174420,Historic House Trust Sites,B111,40.6729393,-73.98460388,,1/13/2019,11:00:00 AM,4:00:00 PM,1
167577,Fitness,B431,40.69260025,-74.00189972,,1/15/2019,7:00:00 PM,8:00:00 PM,1
177604,Theater,M010,40.78250122,-73.96559906,City Parks Foundation,1/15/2019,11:30:00 AM,12:30:00 PM,0
177576,Theater,M010,40.78250122,-73.96559906,City Parks Foundation,1/15/2019,10:30:00 AM,11:30:00 AM,0
179103,Northern Manhattan Parks,M029,40.86059952,-73.93379974,Northern Manhattan Parks,1/15/2019,7:30:00 AM,8:30:00 AM,1
177576,Best for Kids,M010,40.78250122,-73.96559906,City Parks Foundation,1/15/2019,10:30:00 AM,11:30:00 AM,0
179103,Fort Tryon Park Trust,M029,40.86059952,-73.93379974,Northern Manhattan Parks,1/15/2019,7:30:00 AM,8:30:00 AM,1
179103,Fitness,M029,40.86059952,-73.93379974,Northern Manhattan Parks,1/15/2019,7:30:00 AM,8:30:00 AM,1
177604,Best for Kids,M010,40.78250122,-73.96559906,City Parks Foundation,1/15/2019,11:30:00 AM,12:30:00 PM,0
177605,Theater,M010,40.78250122,-73.96559906,City Parks Foundation,1/16/2019,11:30:00 AM,12:30:00 PM,0
178728,GreenThumb Workshops,Q401,40.73220062,-73.86519623,GreenThumb,1/16/2019,6:30:00 PM,8:30:00 PM,1
177577,Best for Kids,M010,40.78250122,-73.96559906,City Parks Foundation,1/16/2019,10:30:00 AM,11:30:00 AM,0
177577,Theater,M010,40.78250122,-73.96559906,City Parks Foundation,1/16/2019,10:30:00 AM,11:30:00 AM,0
179330,Hiking,R129,40.58840179,-74.13909912,Staten Island Greenbelt Conservancy,1/16/2019,6:00:00 PM,7:45:00 PM,1
177605,Best for Kids,M010,40.78250122,-73.96559906,City Parks Foundation,1/16/2019,11:30:00 AM,12:30:00 PM,0
168071,Fitness,X039,40.85119855,-73.82619506,New York Road Runners,1/17/2019,7:00:00 PM,8:00:00 PM,1
167963,Fitness,,40.74267355,-73.85000169,,1/17/2019,7:00:00 PM,8:00:00 PM,1
178732,GreenThumb Workshops,,40.7104805,-74.00351334,GreenThumb,1/17/2019,5:30:00 PM,8:00:00 PM,1
177606,Theater,M010,40.78250122,-73.96559906,City Parks Foundation,1/17/2019,11:30:00 AM,12:30:00 PM,0
179104,Fitness,M029,40.86059952,-73.93379974,Northern Manhattan Parks,1/17/2019,7:30:00 AM,8:30:00 AM,1
177606,Best for Kids,M010,40.78250122,-73.96559906,City Parks Foundation,1/17/2019,11:30:00 AM,12:30:00 PM,0
177578,Theater,M010,40.78250122,-73.96559906,City Parks Foundation,1/17/2019,10:30:00 AM,11:30:00 AM,0
179104,Northern Manhattan Parks,M029,40.86059952,-73.93379974,Northern Manhattan Parks,1/17/2019,7:30:00 AM,8:30:00 AM,1
179104,Fort Tryon Park Trust,M029,40.86059952,-73.93379974,Northern Manhattan Parks,1/17/2019,7:30:00 AM,8:30:00 AM,1
177578,Best for Kids,M010,40.78250122,-73.96559906,City Parks Foundation,1/17/2019,10:30:00 AM,11:30:00 AM,0
178199,Historic House Trust Sites,R006,40.5019989,-74.25140381,Conference House Association,1/18/2019,1:00:00 PM,4:00:00 PM,0
178199,Seniors,R006,40.5019989,-74.25140381,Conference House Association,1/18/2019,1:00:00 PM,4:00:00 PM,0
177607,Best for Kids,M010,40.78250122,-73.96559906,City Parks Foundation,1/18/2019,11:30:00 AM,12:30:00 PM,0
177607,Theater,M010,40.78250122,-73.96559906,City Parks Foundation,1/18/2019,11:30:00 AM,12:30:00 PM,0
178199,Tours,R006,40.5019989,-74.25140381,Conference House Association,1/18/2019,1:00:00 PM,4:00:00 PM,0
178405,Historic House Trust Sites,B111,40.6729393,-73.98460388,,1/18/2019,3:00:00 PM,6:00:00 PM,1
177579,Best for Kids,M010,40.78250122,-73.96559906,City Parks Foundation,1/18/2019,10:30:00 AM,11:30:00 AM,0
178199,Art,R006,40.5019989,-74.25140381,Conference House Association,1/18/2019,1:00:00 PM,4:00:00 PM,0
178405,Art,B111,40.6729393,-73.98460388,,1/18/2019,3:00:00 PM,6:00:00 PM,1
