latitude,longitude
40.04365596,-74.80827549
40.01991417,-74.84762561
39.9556252,-74.92221985
39.93686624,-74.94489001
39.93149543,-74.96020637
39.93530684,-74.96485971
39.94936098,-74.98411626
39.97936889,-74.98521091
39.97673446,-75.04848933
39.97345761,-75.03275784
39.97420463,-75.02832003
39.97120276,-75.02983359
39.97852946,-75.10934049
39.99601018,-75.08371621
39.99058983,-75.09219161
39.98788408,-75.10590791
39.96171361,-75.14436277
39.97038826,-75.134737
39.97009843,-75.1357829
39.97034564,-75.13607638
39.97608727,-75.13127453
39.97309149,-75.12518098
40.00838192,-75.09060716
39.97756775,-75.0826627
40.00082308,-74.98724236
40.01520846,-74.97307251
40.00966423,-74.96487522
39.98285227,-74.96868795
40.03446997,-74.95383674
40.03719453,-74.91554734
40.04697524,-74.90633758
40.06497301,-74.85434905
40.07525365,-74.84250037
40.75594807,-73.99388878
40.75515494,-73.99076282
40.75704342,-73.99328962
40.75599628,-73.99005923
40.6793639,-73.95558309
40.71816514,-73.95486665
40.71892768,-73.95646086
40.72412878,-73.96142462
40.72497065,-73.95213995
40.72337501,-73.95156153
40.68393755,-73.9548977
40.72423816,-73.95202387
40.73016568,-73.95442997
40.71317723,-73.95783156
40.71995605,-73.95705025
40.72097234,-73.95665629
40.68393398,-73.95163372
40.75855041,-73.98879487
40.75596678,-73.98800319
40.71248084,-73.94994395
40.71513794,-73.94850661
40.71844021,-73.95920364
40.68520917,-73.95336528
40.68383664,-73.95233669
40.68561643,-73.95878395
40.7346198,-73.92630074
40.73580472,-73.91383056
40.7359158,-73.9216715
40.79551746,-73.92717814
40.79474927,-73.93236418
40.79959213,-73.93117466
40.81256504,-73.95132318
40.80648536,-73.95607084
40.80950528,-73.95264932
40.80869366,-73.95173272
40.80873196,-73.9521994
40.80863961,-73.95136804
40.80807242,-73.94499728
40.80607493,-73.94548822
40.80708909,-73.94431526
40.80670432,-73.94270062
40.80546144,-73.94035023
40.80502432,-73.93892451
40.80431442,-73.93766632
40.80485062,-73.93675159
40.80258608,-73.93486554
40.80355899,-73.93789983
40.73527131,-73.89404113
40.73945726,-73.90476548
40.73899002,-73.90070716
40.70092305,-73.95880458
40.70119559,-73.95669448
40.69607917,-73.968034
40.6969032,-73.97292714
40.68548053,-73.95764168
40.72833351,-73.98774043
40.72480385,-73.98233535
40.72487591,-73.98251506
40.72503142,-73.98343586
40.72505717,-73.9828263
40.69016959,-73.97176052
40.68938491,-73.97434754
40.68973261,-73.97106439
40.67944531,-73.95546306
40.6849834,-73.95959305
40.75884192,-73.98677754
40.75910856,-73.98764887
40.7543932,-73.99147482
40.75621211,-73.98859655
40.75365227,-73.98921269
40.75365939,-73.98970761
40.75595313,-73.9905495
40.75763773,-73.99296946
40.70536285,-73.94875335
40.75792521,-73.98718333
40.68242347,-73.95526613
40.75812213,-73.9895505
40.75818001,-73.994072
40.75547666,-73.99227864
40.75773163,-73.9876797
40.73490577,-73.9933339
40.73643915,-73.99042095
40.73516469,-73.99127957
40.73568294,-73.98773968
40.73698431,-73.99151982
40.68825219,-73.96050068
40.69144678,-73.96159504
40.67778224,-73.9983825
40.73764922,-73.85043583
40.73780175,-73.84756058
40.73852034,-73.84913977
40.74224771,-73.85532221
41.11946022,-73.38261387
41.12103185,-73.37489654
41.12267469,-73.36754569
41.1226206,-73.37098416
41.14026292,-73.25468356
41.14558263,-73.25627083
41.15395839,-73.24440996
40.97905894,-73.45398919
41.72142128,-72.66136324
41.74031634,-72.6685869
41.74075845,-72.67481914
41.77777229,-72.67594811
41.7718082,-72.66967124
41.91383507,-72.61750156
41.9150301,-72.63890238
41.92494982,-72.61348522
41.9292553,-72.60792108
41.93018697,-72.61345645
42.34091754,-72.63805376
42.32959827,-72.61676059
42.34173426,-72.64144336
42.55922433,-72.60880678
41.29979453,-73.47002994
42.77990245,-72.54261478
42.85389201,-72.56336244
42.86759302,-72.56008301
43.42931968,-72.32066298
43.3664747,-72.3762189
43.54607566,-72.39300515
43.01309878,-72.50450325
43.63030522,-72.15713624
43.65563983,-72.2356581
43.65567164,-71.9900075
44.13753614,-71.36229666
43.69880922,-71.53281761
44.15970072,-72.05820858
44.04560406,-71.68872969
44.24178442,-70.89061675
44.05181912,-71.65895636
44.03858994,-71.6795092
43.08250808,-71.45602501
42.97578351,-71.46606822
42.99211746,-71.47357714
42.99371198,-71.46455467
42.99269972,-71.46419617
42.95704581,-71.45668554
42.98929432,-71.47491339
42.89990045,-71.47718331
42.62071076,-71.35245981
42.59105836,-71.38617511
42.55376112,-71.43946465
42.53704205,-71.5310194
42.50133544,-71.53361167
42.32613168,-71.66163764
42.25168314,-71.80027176
42.24255123,-71.80718682
42.24562522,-71.80246929
42.2539,-71.81091074
42.16832562,-71.94983459
42.16285287,-71.94376492
41.94719376,-71.82688367
41.47793775,-73.21773661
41.4800747,-73.21393179
41.49311571,-73.21195903
41.52624326,-73.19934562
41.41655443,-73.43558781
41.41229424,-73.43789015
41.10372901,-73.71031376
40.94031386,-73.79720562
40.9416387,-73.81582669
40.9413038,-73.81661731
40.9263969,-73.80502492
40.92496858,-73.80762104
40.92468644,-73.8083951
40.8712192,-73.82616896
40.8705389,-73.82695034
40.89693987,-73.81724208
40.87307579,-73.82601931
40.87163287,-73.83440106
40.83506957,-73.84195234
40.83689227,-73.83860279
40.83656581,-73.84285916
40.83616924,-73.83878064
40.76615661,-73.86973626
40.76460559,-73.86505961
40.71881392,-73.99263833
40.76538805,-73.88460401
40.78073919,-73.90997858
40.76138316,-73.89719556
40.74578375,-73.89880996
40.73505024,-73.91277338
40.73421928,-73.91233448
40.73532577,-73.90771161
40.72532976,-73.94041996
40.7274966,-73.94533445
40.72814416,-73.94726517
40.71846791,-73.9455177
40.70775787,-73.94643467
40.71274764,-73.94402511
40.70737234,-73.94576587
40.70814369,-73.94680238
40.70073791,-73.94236137
40.70228447,-73.94279057
40.70260317,-73.94381649
40.68004375,-73.95964598
40.68590352,-73.95751267
40.68487574,-73.9570488
40.68495175,-73.95943693
40.75721589,-73.9892132
40.74897449,-73.9749917
40.74775918,-73.97232765
40.74727565,-73.97239896
40.74793055,-73.97649597
40.74643972,-73.97380843
40.74672328,-73.97173371
40.74670272,-73.97280888
40.74480143,-73.97187683
40.74610041,-73.98072729
40.74835315,-73.97803262
40.74992082,-73.97614719
40.74967469,-73.93752264
40.74650669,-73.91881843
40.77600879,-73.91567655
40.74496485,-73.93444971
40.76994213,-73.92765716
40.90056643,-73.79641533
40.91475227,-73.78314821
40.92549625,-73.77071219
40.95827833,-73.73439825
40.96524203,-73.71336909
40.97439203,-73.6981281
40.98955722,-73.67279626
41.00342796,-73.66371596
41.01066761,-73.65593291
41.01558461,-73.64466962
41.041258,-73.61476618
41.02103716,-73.55551272
42.20722408,-71.14154677
42.37583651,-71.12020959
42.37460642,-71.11893489
42.3723566,-71.1165165
42.50373812,-71.14001694
42.37327312,-71.11798968
42.37119937,-71.11367237
42.34302932,-70.80693973
42.37091045,-71.11103289
42.37862733,-71.10492362
42.36646394,-71.11199429
42.37038276,-71.11227437
42.37055323,-71.11229159
42.36943329,-71.11393044
42.35851432,-71.12420936
42.37921098,-71.1236902
42.37921307,-71.12386806
42.38173202,-71.12008599
42.38784403,-71.1243961
42.38290456,-71.11964204
42.40122404,-71.15490537
42.35262959,-71.05508308
42.35799845,-71.06683554
42.5040133,-71.07239081
41.84308426,-71.40456007
41.8175658,-71.46206954
41.82806038,-71.44568096
41.80688199,-71.40408856
41.77846905,-71.43809889
41.75495392,-71.43538015
41.7252138,-71.47427271
41.65725126,-71.46558073
41.68026288,-71.4148447
41.35298648,-71.96395833
41.36474061,-71.95619839
41.35301782,-71.96265704
41.35541522,-71.96862204
41.36839725,-72.07001591
41.35155373,-72.07887949
41.35526221,-72.0961267
41.51324769,-72.09582906
41.27027426,-72.71051762
41.04423872,-73.54494681
41.04718181,-73.54140063
41.04409,-73.54114761
40.99427567,-73.66805737
40.97322916,-73.69056637
40.99139852,-73.66299737
40.98377807,-73.68724899
40.9876323,-73.68385617
40.74998654,-74.00093789
40.75815887,-73.99266674
40.75927928,-73.99133354
40.75823432,-73.98923754
40.68485381,-73.95854421
40.6855314,-73.95908725
40.72475617,-73.94647652
40.72647046,-73.94942549
40.72687902,-73.94856254
40.72509541,-73.94514173
40.72505184,-73.94784402
40.72588789,-73.95126124
40.68624233,-73.95962235
40.68889927,-73.99117565
40.75639948,-73.98973753
40.75564742,-73.98624989
40.75798076,-73.98961493
40.73755725,-73.99378491
40.73704979,-73.99285186
40.73831536,-73.99375106
40.73873257,-73.99089467
40.68535064,-73.96044712
40.68573134,-73.96091255
40.79839656,-73.92269786
40.80505458,-73.9146989
40.80431358,-73.91693493
40.8009823,-73.92953614
40.82204763,-73.88810665
40.85852859,-73.83506212
40.82029408,-73.87609244
40.82620027,-73.87859174
40.82311588,-73.88369434
40.82106087,-73.87640518
40.88050027,-73.81797383
40.98634792,-73.68187345
40.98606662,-73.68044906
40.98353804,-73.68448232
40.98653864,-73.67654024
41.29594745,-72.57650839
41.27945346,-72.51754069
41.52525329,-72.58887958
41.39698657,-72.21291928
41.33647674,-72.14344488
41.82857292,-71.4156765
41.83050442,-71.42107443
41.82838291,-71.41262971
41.82853266,-71.4121776
41.83094699,-71.44379184
41.82621496,-71.40970486
41.82586003,-71.40749877
41.82689721,-71.40317064
42.33942542,-71.12723754
41.82831995,-71.40161628
41.82773431,-71.40019936
41.82358561,-71.39803662
41.8266153,-71.40142771
41.82303604,-71.39761042
41.82289309,-71.39708743
41.82408232,-71.39776446
41.81215868,-71.44185372
41.79248051,-71.41712811
41.72642087,-71.45468835
41.07219674,-73.48033927
41.06924996,-73.49516919
41.07080559,-73.49547584
40.99268513,-73.66991818
40.88845841,-73.80180029
40.88951771,-73.84040732
40.75535033,-73.98872421
40.75813541,-73.99271848
40.69384745,-73.97455679
40.68809539,-73.95776522
40.6742529,-73.97268728
40.67649735,-73.96197255
40.75484424,-73.98633635
40.71540129,-74.01174248
40.71908128,-73.96263204
40.70256277,-73.96165638
40.67859673,-73.96199482
40.68625709,-73.96049911
40.68610662,-73.96078461
40.68551361,-73.95697635
40.75444077,-73.99201942
40.76247618,-73.8013574
40.75811216,-73.9926232
40.75889096,-73.98963198
40.7581525,-73.98940139
40.75468701,-73.98789048
40.7566687,-73.98267353
40.75542915,-73.98895457
40.74826525,-73.9925885
40.75579657,-73.97521832
40.73758689,-74.0003637
40.73777769,-73.99945695
40.73855097,-73.98684165
40.73645867,-73.99651549
40.73778779,-73.99823486
40.75612327,-73.99083336
40.68608265,-73.9612323
40.68454462,-73.95935171
40.72483016,-73.94761873
40.72407756,-73.95082382
40.72396284,-73.952285
40.68609152,-73.96147245
40.7373091,-73.99656391
40.73655102,-73.99742214
40.7371108,-73.99696582
40.73752079,-73.99237831
40.73534906,-73.9942027
40.73582901,-73.99510673
40.73593139,-74.02030849
40.73389717,-73.99913094
40.73429448,-73.99854319
40.75411736,-73.9908241
40.75549865,-73.99063365
40.75542236,-73.98890616
40.75814641,-73.9893023
40.75830153,-73.99213014
40.75881614,-73.99175629
40.75734394,-73.99004267
40.75648576,-73.99095666
40.72683853,-73.98587017
40.7015299,-73.92227325
40.69612916,-73.9957189
40.69222327,-73.98002483
40.68591577,-73.96183905
40.75402841,-73.98958087
40.75853486,-73.98933572
40.73387969,-74.00024403
40.71784617,-73.95966825
40.7437897,-73.94930288
40.69641608,-73.94494789
40.74552038,-73.99713873
40.75877925,-73.99347122
40.75483447,-73.98879784
40.75683531,-73.98855173
40.68362051,-73.95384976
40.68702945,-73.98213163
40.68954855,-73.99133932
40.76203088,-73.97367978
40.75966411,-73.99163407
40.76445086,-73.97387664
40.76322848,-73.97156315
40.76277104,-73.97885397
40.76279205,-73.97708659
40.74837518,-73.9860733
40.68434995,-73.99794824
40.6824394,-73.96046728
40.68207817,-73.95792433
40.75276297,-73.84513797
40.76015896,-73.99058782
40.75858634,-73.99027502
40.75293239,-73.98675882
40.74994675,-73.98631397
40.74716841,-73.98136893
40.74362522,-73.97868714
40.74329965,-73.97138395
40.74611337,-73.97679666
40.69263526,-73.98893547
40.75570827,-73.98757863
40.73934233,-73.99388416
40.74998772,-73.98855878
40.75584612,-73.98950746
40.75533915,-73.97945574
40.69365407,-73.83265854
40.66002775,-73.95967888
40.65429112,-73.96241664
40.65094127,-73.9602857
40.6853462,-73.96093005
40.75811065,-73.99162603
40.75796842,-73.98837455
40.75569841,-73.9888358
40.75791335,-73.98981751
40.75464976,-73.98894173
40.7581311,-73.99260515
40.72065118,-73.9899908
40.72094621,-73.98883052
40.72077752,-73.98891619
40.72433653,-73.96077464
40.72409874,-73.95216427
40.75740404,-73.98790536
40.68464472,-73.95952435
40.6833172,-73.9629539
40.86436678,-73.91732244
40.86856249,-73.92149207
40.87119295,-73.91526258
40.87611325,-73.91578022
40.87188969,-73.91888687
40.87407283,-73.91379331
40.87766241,-73.91576016
40.851549,-73.94155274
40.87724352,-73.94269902
40.85150636,-73.93439177
40.86110008,-73.9266925
40.86661657,-73.91908117
40.86660957,-73.9291849
40.75751254,-73.98819217
40.75814976,-73.99264362
40.758338,-73.97829627
40.72425189,-73.95234963
40.6786347,-73.96199196
40.68628013,-73.95946224
40.68552568,-73.9603406
40.68343348,-73.97036583
40.68729854,-73.97772948
40.68645389,-73.97367471
40.68206631,-73.96524543
40.75516906,-73.98710891
40.75523684,-73.98849413
40.75471946,-73.98874168
40.7515094,-73.98703651
40.74387153,-73.99761651
38.88271308,-77.11137298
40.74957681,-73.98793412
40.7487765,-73.98849185
40.74937965,-73.98724896
40.74987675,-73.98869571
40.74854914,-73.98815752
40.74889194,-73.98868826
40.75382438,-73.99004617
40.76842328,-73.98195026
40.76758967,-73.98221686
40.76697442,-73.98293613
40.76655541,-73.98135124
40.71865155,-73.98931048
40.71949865,-73.98933389
40.71897504,-73.9889332
40.71814413,-73.9901641
40.68333205,-73.96388445
40.68272138,-73.96384825
40.72473781,-73.95312775
40.6965714,-73.96873906
40.69462444,-73.9665351
40.69097915,-73.97300069
40.68977136,-73.96942296
40.68016885,-73.9733113
40.68101096,-73.96571619
40.6678376,-73.98469613
40.66608727,-73.98878827
40.66583285,-73.9872843
40.66323572,-73.99145492
40.66248566,-73.98570251
40.68642134,-73.96156521
40.68570058,-73.9615273
40.68891015,-73.96298951
40.69283105,-73.93547131
40.69522616,-73.93683433
40.69481416,-73.9354743
40.69921529,-73.93617209
40.69830313,-73.93557759
40.70368111,-73.93424056
40.70337548,-73.93486102
40.70384598,-73.93424011
40.68712131,-73.96105215
40.74553643,-73.98742416
40.6807991,-73.98265473
40.67918892,-73.98182215
40.67900787,-73.98164632
40.68519678,-73.96042887
40.75540137,-73.98804104
40.75657237,-73.99022432
40.75735217,-73.99171856
40.75586806,-73.98973057
40.75586927,-73.98688096
40.75655618,-73.99043671
40.75644416,-73.98657673
40.75708264,-73.98392208
40.75687038,-73.98579275
40.75653752,-73.9859795
40.75550835,-73.98511054
40.75314284,-73.98161992
40.75344576,-73.98077235
40.75028388,-73.97298125
40.74996056,-73.9727482
40.74348802,-73.98347118
40.74364243,-73.97360907
40.74479731,-73.97238165
40.68187534,-73.96854114
40.68570537,-73.961165
40.75187151,-73.97709595
40.75243485,-73.97637218
40.28866296,-76.90449426
40.75197343,-73.97756157
40.75211082,-73.97699711
40.7193553,-73.95836479
40.71225277,-73.9643874
40.71474686,-73.96425559
40.71496793,-73.96982712
40.75523007,-73.98906876
40.75590853,-73.99072774
40.77349685,-73.98180407
40.77436437,-73.98141896
40.77473065,-73.98065243
40.53495237,-86.8556483
40.77366249,-73.98376308
40.71429178,-73.95431757
40.7134039,-73.95029025
40.7135334,-73.95164302
40.69279448,-73.96703773
40.69396577,-73.96293241
40.69308415,-73.95885557
40.6850233,-73.95969609
